"BUSINESS_NO","BUS_LIC_NO","CODE","ITEM","DESCRIPTION","QUANTITY","FORMULA","AMOUNT","ACCOUNT","PAID","LOCKID","COMMENTS","PARENTID","RECORDID","ASSESSED_DATE","ASSESSED_BY","SUBFEETYPE","DEPOSITID","PROFFERID","update_originator_id","update_timestamp","create_timestamp","insert_originator_id"
"13440","13440","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2204051131134366","4MM:2204051131134372","2022-04-05 00:00:00","4MM","FEE","","","0","00000000B2560978","2816081868","0"
"13460","13460","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2205050100081523","4MM:2205050100081527","2022-05-05 00:00:00","4MM","FEE","","","0","00000000B2E9B6B8","2848452906","0"
"13460","13460","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2205050100081523","4MM:2205050100081529","2022-05-05 00:00:00","4MM","FEE","","","0","00000000B2E9B6B7","2848452909","0"
"13477","13477","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2206010327342158","4MM:2206010327342162","2022-06-01 00:00:00","4MM","FEE","","","0","00000000AC7D847E","2869982028","0"
"13477","13477","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2206010327342158","4MM:2206010327342164","2022-06-01 00:00:00","4MM","FEE","","","0","00000000AC7D847D","2869982031","0"
"13513","13513","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2207281024432575","4MM:2207281024432579","2022-07-28 00:00:00","4MM","FEE","","","0","00000000AE5EF536","2914831600","0"
"13513","13513","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2207281024432575","4MM:2207281024432581","2022-07-28 00:00:00","4MM","FEE","","","0","00000000AE5EF535","2914831603","0"
"13418","13418","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2203020351363954","AG:2203020351373958","2022-03-02 00:00:00","AG","FEE","","","0","00000000A64A5C98","2788555671","0"
"13418","13418","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2203020351363954","AG:2203020351373960","2022-03-02 00:00:00","AG","FEE","","","0","00000000A64A5C97","2788555674","0"
"3542","3542","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2203150938466905","AG:2203150938476908","2022-03-15 00:00:00","AG","FEE","","","0","00000000A730D4DC","2797781317","0"
"3542","3542","LIC13","LIC13J","TECH FEE","0","","12.720000000000001","12622029716320400305-0000","1","","","AG:2203150938466905","AG:2203150938476909","2022-03-15 00:00:00","AG","FEE","","","0","00000000A730D4DB","2797781320","0"
"13430","13430","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2203211010446680","AG:2203211010446681","2022-03-21 00:00:00","AG","FEE","","","0","00000000A74338C6","2802525288","0"
"13430","13430","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2203211010446680","AG:2203211010446682","2022-03-21 00:00:00","AG","FEE","","","0","00000000A74338C5","2802525291","0"
"13433","13433","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2203220153189103","AG:2203220153189107","2022-03-22 00:00:00","AG","FEE","","","0","00000000A72644C8","2803845900","0"
"13433","13433","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2203220153189103","AG:2203220153189109","2022-03-22 00:00:00","AG","FEE","","","0","00000000A72644C7","2803845903","0"
"13435","13435","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2203280311215858","AG:2203280311215862","2022-03-28 00:00:00","AG","FEE","","","0","00000000A7750E2C","2809420934","0"
"13435","13435","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2203280311215858","AG:2203280311215864","2022-03-28 00:00:00","AG","FEE","","","0","00000000A7750E2B","2809420937","0"
"11945","11945","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2203301034358371","AG:2203301034358375","2022-03-30 00:00:00","AG","FEE","","","0","00000000A7935EFA","2811371311","0"
"11945","11945","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2203301034358371","AG:2203301034358377","2022-03-30 00:00:00","AG","FEE","","","0","00000000A7935EF9","2811371320","0"
"12437","12437","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2204040114142874","AG:2204040114142875","2022-04-04 00:00:00","AG","FEE","","","0","00000000A7CE115E","2815255457","0"
"12437","12437","LIC13","LIC13J","TECH FEE","0","","12.720000000000001","12622029716320400305-0000","1","","","AG:2204040114142874","AG:2204040114142876","2022-04-04 00:00:00","AG","FEE","","","0","00000000A7CE115D","2815255460","0"
"13439","13439","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2204040308453179","AG:2204040308453183","2022-04-04 00:00:00","AG","FEE","","","0","00000000A7D88F01","2815422911","0"
"13439","13439","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2204040308453179","AG:2204040308453185","2022-04-04 00:00:00","AG","FEE","","","0","00000000A7D88EFF","2815422914","0"
"11828","11828","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2204050936444017","AG:2204050936444020","2022-04-05 00:00:00","AG","FEE","","","0","00000000B314764B","2815902316","0"
"11828","11828","LIC13","LIC13J","TECH FEE","0","","12.720000000000001","12622029716320400305-0000","1","","","AG:2204050936444017","AG:2204050936444021","2022-04-05 00:00:00","AG","FEE","","","0","00000000B314764A","2815902319","0"
"13445","13445","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2204121224281880","AG:2204121224291883","2022-04-12 00:00:00","AG","FEE","","","0","00000000A9705EF4","2824344908","0"
"13445","13445","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2204121224281880","AG:2204121224291884","2022-04-12 00:00:00","AG","FEE","","","0","00000000A9705EF3","2824344911","0"
"12819","12819","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2204260828032839","AG:2204260828032842","2022-04-26 00:00:00","AG","FEE","","","0","00000000A92E737D","2838391264","0"
"12819","12819","LIC13","LIC13J","TECH FEE","0","","12.720000000000001","12622029716320400305-0000","1","","","AG:2204260828032839","AG:2204260828032843","2022-04-26 00:00:00","AG","FEE","","","0","00000000A92E737C","2838391267","0"
"13455","13455","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2205020929077481","AG:2205020929087485","2022-05-02 00:00:00","AG","FEE","","","0","00000000A9705EDC","2842712634","0"
"13455","13455","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2205020929077481","AG:2205020929087487","2022-05-02 00:00:00","AG","FEE","","","0","00000000A9705EDB","2842712637","0"
"13462","13462","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","0","","","AG:2205090257515228","AG:2205090257515232","2022-05-09 00:00:00","AG","FEE","","","0","00000000A9F578E1","2851436233","0"
"13462","13462","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","0","","","AG:2205090257515228","AG:2205090257515234","2022-05-09 00:00:00","AG","FEE","","","0","00000000A9F578E0","2851436236","0"
"1788","1788","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","0","","","AG:2205090302555261","AG:2205090302555264","2022-05-09 00:00:00","AG","FEE","","","0","00000000B08A46C1","2851437117","0"
"1788","1788","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","0","","","AG:2205090302555261","AG:2205090302555265","2022-05-09 00:00:00","AG","FEE","","","0","00000000B08A46C0","2851437120","0"
"12801","12801","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2205090314215289","AG:2205090314215292","2022-05-09 00:00:00","AG","FEE","","","0","00000000AA05590C","2851439813","0"
"12801","12801","LIC13","LIC13J","TECH FEE","0","","12.720000000000001","12622029716320400305-0000","1","","","AG:2205090314215289","AG:2205090314215293","2022-05-09 00:00:00","AG","FEE","","","0","00000000AA05590B","2851439816","0"
"13465","13465","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2205100345146248","AG:2205100345146252","2022-05-10 00:00:00","AG","FEE","","","0","00000000AA0E333D","2852079276","0"
"13465","13465","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2205100345146248","AG:2205100345146254","2022-05-10 00:00:00","AG","FEE","","","0","00000000AA0E333C","2852079279","0"
"13467","13467","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2205180835391767","AG:2205180835401771","2022-05-18 00:00:00","AG","FEE","","","0","00000000AA647933","2858708962","0"
"13467","13467","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2205180835391767","AG:2205180835401773","2022-05-18 00:00:00","AG","FEE","","","0","00000000AA647932","2858708965","0"
"13170","13170","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2205190845092708","AG:2205190845102711","2022-05-19 00:00:00","AG","FEE","","","0","00000000AA77185C","2859883717","0"
"13170","13170","LIC13","LIC13J","TECH FEE","0","","12.720000000000001","12622029716320400305-0000","1","","","AG:2205190845092708","AG:2205190845102712","2022-05-19 00:00:00","AG","FEE","","","0","00000000AA77185B","2859883720","0"
"12349","12349","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1608180342518527","AME:1608180342528531","2016-08-18 00:00:00","AME","FEE","","","0","00000000AA4C2489","1128862502","0"
"12349","12349","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1608180342518527","AME:1608180342528533","2016-08-18 00:00:00","AME","FEE","","","0","00000000AA4C2488","1128862505","0"
"3392","3392","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1608180908137459","AME:1608180908137462","2016-08-18 00:00:00","AME","FEE","","","0","00000000A566406B","1127928339","0"
"3392","3392","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1608180908137459","AME:1608180908137463","2016-08-18 00:00:00","AME","FEE","","","0","00000000A566406A","1127928342","0"
"12345","12345","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1608181123307990","AME:1608181123307994","2016-08-18 00:00:00","AME","FEE","","","0","000000009AAF3B24","1128199695","0"
"12345","12345","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1608181123307990","AME:1608181123317996","2016-08-18 00:00:00","AME","FEE","","","0","000000009AAF3B23","1128199698","0"
"12354","12354","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1608290136026334","AME:1608290136026339","2016-08-29 00:00:00","AME","FEE","","","0","000000009D72A22A","1139692570","0"
"12354","12354","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1608290136026334","AME:1608290136026341","2016-08-29 00:00:00","AME","FEE","","","0","000000009D72A229","1139692573","0"
"12376","12376","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1609221136192066","AME:1609221136192070","2016-09-22 00:00:00","AME","FEE","","","0","000000009ACE5D1C","1159731547","0"
"12376","12376","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1609221136192066","AME:1609221136192072","2016-09-22 00:00:00","AME","FEE","","","0","000000009ACE5D1B","1159731550","0"
"12378","12378","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1609260913173488","AME:1609260913173492","2016-09-26 00:00:00","AME","FEE","","","0","00000000B4244FAA","1162221911","0"
"12378","12378","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1609260913173488","AME:1609260913333498","2016-09-26 00:00:00","AME","FEE","","","0","00000000B4244FA9","1162221946","0"
"12380","12380","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1609291022560277","AME:1609291022560281","2016-09-29 00:00:00","AME","FEE","","","0","000000009ACE5E21","1165841848","0"
"12380","12380","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1609291022560277","AME:1609291022560283","2016-09-29 00:00:00","AME","FEE","","","0","000000009ACE5E20","1165841851","0"
"12394","12394","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1610120142324914","AME:1610120142334918","2016-10-12 00:00:00","AME","FEE","","","0","00000000A4442517","1176164732","0"
"12394","12394","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1610120142324914","AME:1610120142464924","2016-10-12 00:00:00","AME","FEE","","","0","00000000A4442516","1176164765","0"
"12395","12395","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1610130953145552","AME:1610130953145556","2016-10-13 00:00:00","AME","FEE","","","0","000000004C33E66F","1177061606","0"
"12395","12395","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1610130953145552","AME:1610130953145558","2016-10-13 00:00:00","AME","FEE","","","0","000000004C33E66E","1177061609","0"
"12398","12398","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1610171108477769","AME:1610171108477773","2016-10-17 00:00:00","AME","FEE","","","0","000000009ACE5F68","1179042672","0"
"12398","12398","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1610171108477769","AME:1610171108477775","2016-10-17 00:00:00","AME","FEE","","","0","000000009ACE5F67","1179042675","0"
"12399","12399","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1610171150377880","AME:1610171150377884","2016-10-17 00:00:00","AME","FEE","","","0","000000009ACE5FBE","1179070350","0"
"12399","12399","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1610171150377880","AME:1610171150387886","2016-10-17 00:00:00","AME","FEE","","","0","000000009ACE5FBD","1179070357","0"
"12404","12404","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1610240324574820","AME:1610240324584824","2016-10-24 00:00:00","AME","FEE","","","0","00000000A6E14CE9","1185178433","0"
"12404","12404","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1610240324574820","AME:1610240324584826","2016-10-24 00:00:00","AME","FEE","","","0","00000000A6E14CE8","1185178436","0"
"12406","12406","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1610260942556352","AME:1610260942566356","2016-10-26 00:00:00","AME","FEE","","","0","00000000AB1D0D44","1186851503","0"
"12406","12406","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1610260942556352","AME:1610260942566358","2016-10-26 00:00:00","AME","FEE","","","0","00000000AB1D0D43","1186851506","0"
"12411","12411","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1611071051515546","AME:1611071051515550","2016-11-07 00:00:00","AME","FEE","","","0","000000009ACE622B","1193746023","0"
"12411","12411","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1611071051515546","AME:1611071051515552","2016-11-07 00:00:00","AME","FEE","","","0","000000009ACE622A","1193746026","0"
"12412","12412","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1611081144586774","AME:1611081144586778","2016-11-08 00:00:00","AME","FEE","","","0","000000009ACE6271","1195129838","0"
"12412","12412","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1611081144586774","AME:1611081144586780","2016-11-08 00:00:00","AME","FEE","","","0","000000009ACE6270","1195129843","0"
"12413","12413","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1611090851327288","AME:1611090851327292","2016-11-09 00:00:00","AME","FEE","","","0","000000009ACE62B5","1195783894","0"
"12413","12413","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1611090851327288","AME:1611090851337294","2016-11-09 00:00:00","AME","FEE","","","0","000000009ACE62B4","1195783897","0"
"12415","12415","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1611140917299114","AME:1611140917309118","2016-11-14 00:00:00","AME","FEE","","","0","00000000A3792FC6","1198186616","0"
"12415","12415","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1611140917299114","AME:1611140917309120","2016-11-14 00:00:00","AME","FEE","","","0","00000000A3792FC5","1198186619","0"
"12416","12416","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1611150940160349","AME:1611150940160353","2016-11-15 00:00:00","AME","FEE","","","0","00000000A56668C3","1199051019","0"
"12416","12416","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1611150940160349","AME:1611150940160355","2016-11-15 00:00:00","AME","FEE","","","0","00000000A56668C2","1199051022","0"
"12420","12420","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1611210130394907","AME:1611210130394911","2016-11-21 00:00:00","AME","FEE","","","0","000000009ACE6386","1204200359","0"
"12420","12420","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1611210130394907","AME:1611210130394913","2016-11-21 00:00:00","AME","FEE","","","0","000000009ACE6385","1204200362","0"
"10165","10165","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1611210255105435","AME:1611210255115438","2016-11-21 00:00:00","AME","FEE","","","0","0000000047CC9440","1204509777","0"
"10165","10165","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1611210255105435","AME:1611210255115440","2016-11-21 00:00:00","AME","FEE","","","0","0000000047CC943F","1204513614","0"
"12424","12424","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1611290940379954","AME:1611290940409958","2016-11-29 00:00:00","AME","FEE","","","0","000000009ACE63E2","1208921226","0"
"12424","12424","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1611290940379954","AME:1611290940409960","2016-11-29 00:00:00","AME","FEE","","","0","000000009ACE63E1","1208921229","0"
"12426","12426","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1612071109237997","AME:1612071109248001","2016-12-07 00:00:00","AME","FEE","","","0","00000000A5664C1F","1216078303","0"
"12426","12426","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1612071109237997","AME:1612071109248003","2016-12-07 00:00:00","AME","FEE","","","0","00000000A5664C1E","1216078306","0"
"12429","12429","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1612130819583904","AME:1612130819583908","2016-12-13 00:00:00","AME","FEE","","","0","00000000A730DA0C","1220055830","0"
"12429","12429","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1612130819583904","AME:1612130819583910","2016-12-13 00:00:00","AME","FEE","","","0","00000000A730DA0B","1220055833","0"
"12432","12432","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1612150126407707","AME:1612150126417710","2016-12-15 00:00:00","AME","FEE","","","0","00000000A56660E5","1223196631","0"
"12432","12432","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1612150126407707","AME:1612150126417711","2016-12-15 00:00:00","AME","FEE","","","0","00000000A56660E4","1223196634","0"
"12438","12438","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1701040247483977","AME:1701040247493981","2017-01-04 00:00:00","AME","FEE","","","0","000000009ACEEC03","1232943914","0"
"12438","12438","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1701040247483977","AME:1701040247493983","2017-01-04 00:00:00","AME","FEE","","","0","000000009ACEEC02","1232943917","0"
"12453","12453","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1701300231404563","AME:1701300231414567","2017-01-30 00:00:00","AME","FEE","","","0","000000009B07854F","1249993812","0"
"12453","12453","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1701300231404563","AME:1701300231594573","2017-01-30 00:00:00","AME","FEE","","","0","000000009B07854E","1249993847","0"
"12454","12454","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1702011021146320","AME:1702011021146324","2017-02-01 00:00:00","AME","FEE","","","0","000000009B0785A5","1252167920","0"
"12454","12454","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1702011021146320","AME:1702011021146326","2017-02-01 00:00:00","AME","FEE","","","0","000000009B0785A4","1252167923","0"
"12465","12465","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1702220146313123","AME:1702220146313127","2017-02-22 00:00:00","AME","FEE","","","0","000000009B0788AA","1269422186","0"
"12465","12465","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1702220146313123","AME:1702220146313129","2017-02-22 00:00:00","AME","FEE","","","0","000000009B0788A9","1269422189","0"
"12469","12469","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1703020258030743","AME:1703020258030747","2017-03-02 00:00:00","AME","FEE","","","0","000000009B07898E","1276281333","0"
"12469","12469","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1703020258030743","AME:1703020258040749","2017-03-02 00:00:00","AME","FEE","","","0","000000009B07898D","1276281336","0"
